"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"H1,H3,H2,H4";"HOLE_3.2mm";4;"HOLE_3.2mm";;;
2;"K1";"Joystick GGL002";1;"Joystick GGL002";;;
3;"R1";"0603R";1;"10k";;;
4;"K2";"HEADER_MALE_5X1";1;"HEADER_MALE_5X1";;;
